id,1,2,3,4,5,6,7,8,9,10,11,12
3781,131.4516129032258,132.14285714285714,133.06451612903226,136.06666666666666,131.4516129032258,137.33333333333334,0.0,0.0,0.0,0.0,0.0,137.1290322580645
5506,145.0,145.0,145.0,150.41666666666666,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0
6695,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,160.22727272727272,168.3548387096774
6976,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.36363636363637,59.0,65.0
8792,100.0,123.53571428571429,156.74193548387098,160.6,162.0,162.0,162.0,162.0,162.0,162.0,0.0,100.05882352941177
9273,225.0,225.0,225.0,225.0,225.0,225.0,225.0,225.0,225.0,225.0,225.0,225.0
9765,229.0,229.0,229.0,292.73333333333335,229.0,229.0,229.0,229.0,229.0,293.07142857142856,229.0,229.0
9824,147.93548387096774,142.0,233.06451612903226,281.3666666666667,364.0,259.4,240.93548387096774,226.2258064516129,228.8,225.0,149.0,181.61290322580646
9855,389.0,389.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,389.0,389.0
9857,322.19354838709677,313.0,342.0,462.3333333333333,342.0,342.0,342.0,342.0,342.0,502.15,326.72727272727275,361.16129032258067
9858,449.0,449.0,449.0,449.0,449.0,449.0,449.0,449.0,449.0,449.0,449.0,449.0
9859,191.7741935483871,189.0,179.0,309.1923076923077,402.8709677419355,250.66666666666666,275.0,275.0,179.0,224.64285714285714,200.0,207.25806451612902
9860,217.83870967741936,215.0,259.0,326.1333333333333,259.0,259.0,259.0,259.0,259.0,300.42857142857144,242.2,215.0
9870,199.0,199.0,279.0,321.26666666666665,392.48387096774195,279.0,279.0,279.0,279.0,279.0,236.0,199.0
9903,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,399.0,409.0,399.0,399.0
10730,0.0,135.0,136.51612903225808,157.33333333333334,159.0,159.0,159.0,159.0,159.0,159.0,0.0,0.0
10758,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,135.0,116.29032258064517
10807,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,0.0,0.0
10810,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,250.0
10811,189.0,189.0,189.0,199.23333333333332,179.0,179.0,179.0,179.0,179.0,179.0,179.0,189.0
10813,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,179.0,179.0,179.0
10986,189.0,189.0,189.0,203.23333333333332,189.0,189.0,189.0,189.0,189.0,180.66666666666666,179.0,188.67741935483872
12356,0.0,0.0,0.0,0.0,0.0,175.0,175.0,175.0,175.0,175.0,0.0,0.0
12441,603.0,603.0,603.0,659.4,603.0,603.0,603.0,603.0,603.0,665.6875,395.0,603.0
13589,389.0,389.0,389.0,636.2307692307693,666.741935483871,389.0,389.0,389.0,389.0,663.5,377.0,389.0
13592,359.0,359.0,359.0,487.46666666666664,359.0,359.0,359.0,359.0,359.0,503.64285714285717,341.46666666666664,359.0
18711,88.0,88.0,91.82608695652173,0.0,0.0,0.0,0.0,0.0,0.0,130.33333333333334,92.22222222222223,91.31818181818181
21337,329.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0
21891,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0
22212,293.2258064516129,285.0,285.0,442.46153846153845,285.0,285.0,285.0,285.0,285.0,455.95652173913044,327.5625,353.68
22354,140.0,140.0,140.0,151.66666666666666,140.0,0.0,0.0,0.0,0.0,140.0,140.0,140.0
23619,145.0,145.0,177.7741935483871,219.03846153846155,203.25,208.66666666666666,203.7741935483871,205.8709677419355,206.5,187.5,169.44444444444446,0.0
23668,249.0,249.0,249.0,249.0,249.0,249.0,249.0,249.0,249.0,249.0,249.0,249.0
24240,0.0,0.0,0.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,0.0,0.0
26160,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,99.0,94.0
